pair_id,moral_text,neutral_text,896_11_high_output_neutral_act,896_11_high_output_moral_act,difference
377,She recognized her duty under mandatory reporting laws. She notified authorities of suspected neglect.,She called within twenty-four hours. She notified authorities of suspected neglect.,1.255163908,1.358354092,0.1031901836
378,He felt bound by the arbitration decision. He paid the awarded amount.,He wrote a check. He paid the awarded amount.,0.9005718827,1.475588083,0.5750162005
379,She understood that the change would violate zoning ordinances. She kept the residential designation.,She withdrew the rezoning application. She kept the residential designation.,1.182947993,1.631968975,0.4490209818
380,He recognized his obligation to follow securities regulations. He filed the 10-K report.,He submitted it before midnight. He filed the 10-K report.,0.9949519038,0.9723687768,-0.02258312702
381,She felt constrained by the clinical trial protocol. She maintained the blind study design.,She used coded labels. She maintained the blind study design.,0.8567146659,1.832811475,0.9760968089
382,He understood that access required proper clearance. He stayed out of the classified area.,He worked from his regular office. He stayed out of the classified area.,1.670185089,1.830030322,0.159845233
383,She recognized her responsibility under the whistleblower statute. She reported the violation internally first.,She used the anonymous hotline. She reported the violation internally first.,1.133655906,1.434148073,0.3004921675
384,He felt bound by the export control regulations. He obtained the necessary licenses.,He filed paperwork with three agencies. He obtained the necessary licenses.,1.08223784,1.254285574,0.1720477343
385,She understood that the disposal violated hazardous waste laws. She arranged proper treatment.,She contacted a specialty firm. She arranged proper treatment.,1.379094958,1.757521152,0.3784261942
386,He recognized his duty to preserve legal holds. He retained all communications.,He backed up the email server. He retained all communications.,1.433743954,1.515066981,0.08132302761
387,She felt obligated by the franchise disclosure rules. She provided earnings statements.,She included three years of data. She provided earnings statements.,1.457251906,1.43013382,-0.02711808681
388,He understood that the merger would violate competition laws. He abandoned the acquisition.,He withdrew the offer letter. He abandoned the acquisition.,1.430054545,1.526230931,0.09617638588
389,She recognized her responsibility to follow patient transfer protocols. She completed the handoff checklist.,She checked sixteen boxes. She completed the handoff checklist.,1.151086092,1.252720952,0.10163486
390,He felt bound by the conservation easement. He left the wetlands undeveloped.,He fenced off the area. He left the wetlands undeveloped.,0.9844774008,1.182720065,0.1982426643
391,She understood that the practice violated price discrimination laws. She charged uniform rates.,She updated the pricing database. She charged uniform rates.,0.9612763524,1.70638299,0.7451066375
392,He recognized his obligation under the mutual aid agreement. He sent emergency resources.,He dispatched two units. He sent emergency resources.,1.083393216,1.31401968,0.2306264639
393,She felt constrained by the historic preservation ordinance. She maintained the facade unchanged.,She cleaned it with approved methods. She maintained the facade unchanged.,1.388717294,1.941714168,0.5529968739
394,He understood that proceeding would violate the environmental impact requirements. He commissioned the study first.,He hired consultants from the list. He commissioned the study first.,0.6228485703,1.155950785,0.5331022143
395,She recognized her duty to follow the vaccine storage guidelines. She monitored the temperature logs.,She checked them twice daily. She monitored the temperature logs.,1.743539929,1.660195827,-0.08334410191
396,He felt bound by the terms of supervised release. He submitted to drug testing.,He appeared Wednesday mornings. He submitted to drug testing.,1.24287653,1.180151343,-0.06272518635
397,She understood that the advertisement violated children's marketing rules. She removed the cartoon characters.,She redesigned the packaging. She removed the cartoon characters.,0.9554929733,1.536500812,0.5810078382
398,He recognized his responsibility under the building permit. He scheduled required inspections.,He called the city office. He scheduled required inspections.,1.387979627,1.478412867,0.09043323994
399,She felt obligated by the research ethics board approval. She obtained informed consent.,She collected signatures first. She obtained informed consent.,1.280037761,1.456109285,0.1760715246
400,He understood that withholding it would violate tax law. He reported all income.,He included freelance earnings. He reported all income.,1.243751764,1.650111437,0.4063596725
401,She recognized her duty to follow pesticide application rules. She posted warning signs.,She placed them at intervals. She posted warning signs.,1.235973477,1.33326292,0.09728944302
402,He felt bound by the separation agreement. He vacated the premises.,He packed his belongings. He vacated the premises.,1.269828081,1.421859145,0.152031064
403,She understood that the practice violated minimum wage laws. She increased the hourly rate.,She adjusted the payroll software. She increased the hourly rate.,1.820573688,1.967929363,0.1473556757
404,He recognized his obligation to honor the right of first refusal. He offered it to the neighbor first.,He sent a certified letter. He offered it to the neighbor first.,1.134806037,1.603107691,0.4683016539
405,She felt constrained by the medical board regulations. She documented the off-label use.,She noted it in the chart. She documented the off-label use.,1.184475422,1.671554565,0.4870791435
406,He understood that burning it would violate air quality ordinances. He hauled the debris away.,He rented a trailer. He hauled the debris away.,1.403995514,1.709328175,0.3053326607
407,She recognized her responsibility under the Americans with Disabilities Act. She provided reasonable accommodation.,She ordered special equipment. She provided reasonable accommodation.,1.623126864,1.058572292,-0.5645545721
408,He felt bound by the code enforcement notice. He removed the unpermitted structure.,He dismantled it Saturday. He removed the unpermitted structure.,1.227957845,1.088184834,-0.1397730112
409,She understood that the practice violated campaign finance laws. She returned the excessive contribution.,She mailed the refund check. She returned the excessive contribution.,0.9260969758,1.763411164,0.8373141885
410,He recognized his duty to follow evidence preservation orders. He suspended the deletion policy.,He notified IT immediately. He suspended the deletion policy.,0.7300803065,1.568971515,0.8388912082
411,She felt obligated by the power of attorney document. She managed finances as directed.,She paid bills monthly. She managed finances as directed.,1.658531785,1.256663203,-0.4018685818
412,He understood that early release would violate the sentence. He served the full term.,He counted the remaining days. He served the full term.,1.628515124,1.756973743,0.1284586191
413,She recognized her responsibility to comply with the consent order. She submitted quarterly reports.,She emailed them as PDFs. She submitted quarterly reports.,0.9818868637,1.495309711,0.5134228468
414,He felt bound by the intellectual property agreement. He assigned the patent rights.,He signed the transfer documents. He assigned the patent rights.,1.190661192,1.319124341,0.1284631491
415,She understood that the practice violated student privacy laws. She redacted identifying information.,She used black markers. She redacted identifying information.,1.000438571,1.6623981,0.6619595289
416,He recognized his obligation under the commercial lease. He maintained the property.,He scheduled monthly service. He maintained the property.,1.172438145,1.441603303,0.2691651583
417,She felt constrained by the non-solicitation agreement. She avoided recruiting former colleagues.,She hired through job boards. She avoided recruiting former colleagues.,0.7958049774,1.547610998,0.7518060207
418,He understood that proceeding would violate the building setback requirements. He relocated the foundation.,He moved it ten feet back. He relocated the foundation.,1.574871659,1.224708796,-0.3501628637
419,She recognized her duty to follow the chain of command protocol. She notified her supervisor first.,She sent an email at noon. She notified her supervisor first.,1.180338144,1.375333428,0.1949952841
420,He felt bound by the medically necessary criteria. He denied the elective procedure.,He stamped the form rejected. He denied the elective procedure.,0.8622958064,1.492331386,0.6300355792
421,She understood that the practice violated overtime exemption rules. She reclassified the employees.,She updated their status codes. She reclassified the employees.,0.6355996728,1.552150011,0.9165503383
422,He recognized his responsibility under the fire code. He installed additional exits.,He added two doors. He installed additional exits.,1.305939078,1.115341067,-0.190598011
423,She felt obligated by the judge's instructions. She disregarded the stricken testimony.,She focused on other evidence. She disregarded the stricken testimony.,1.552911162,1.434130192,-0.1187809706
424,He understood that proceeding would violate wetlands protection laws. He modified the development plan.,He drew new blueprints. He modified the development plan.,1.184757829,1.240637183,0.05587935448
425,She recognized her duty to maintain continuing legal education. She completed thirty hours annually.,She attended online courses. She completed thirty hours annually.,0.4958001077,1.53635335,1.040553242
426,He felt bound by the exclusivity agreement. He declined competing offers.,He deleted the emails. He declined competing offers.,0.7096072435,1.296806574,0.5871993303
427,She understood that the practice violated consumer protection laws. She honored the warranty claims.,She processed fifteen returns. She honored the warranty claims.,1.503756881,1.770536542,0.2667796612
428,He recognized his obligation to follow grand jury secrecy rules. He sealed the proceedings.,He locked the transcripts. He sealed the proceedings.,1.374935389,1.360821724,-0.01411366463
429,She felt constrained by the foster care regulations. She completed background checks.,She submitted fingerprints electronically. She completed background checks.,1.374060631,1.48231256,0.1082519293
430,He understood that trading would violate the blackout period. He postponed his stock purchase.,He marked his calendar for later. He postponed his stock purchase.,1.398469687,1.624500871,0.2260311842
431,She recognized her responsibility under the health inspection code. She corrected the violations.,She replaced the equipment. She corrected the violations.,1.228284001,1.464185119,0.2359011173
432,He felt bound by the international shipping regulations. He completed the customs declarations.,He attached four forms. He completed the customs declarations.,0.9856894016,1.312668562,0.3269791603
433,She understood that the practice violated genetic discrimination laws. She removed DNA testing requirements.,She revised the hiring process. She removed DNA testing requirements.,1.220788836,1.74943924,0.528650403
434,He recognized his duty to follow public records laws. He released the requested documents.,He provided copies Friday. He released the requested documents.,1.575415254,1.510487795,-0.06492745876
435,She felt obligated by the court-appointed guardian role. She acted in the ward's interest.,She reviewed options carefully. She acted in the ward's interest.,1.133502364,1.357794285,0.2242919207
436,He understood that dumping would violate water pollution laws. He treated the wastewater first.,He used filtration systems. He treated the wastewater first.,1.182275534,1.505285621,0.323010087
437,She recognized her responsibility to maintain bar admission standards. She disclosed the disciplinary action.,She attached the documentation. She disclosed the disciplinary action.,1.1730721,1.658510566,0.4854384661
438,He felt bound by the agricultural conservation program. He left fields fallow.,He planted nothing there. He left fields fallow.,0.7286046147,1.199074388,0.4704697728
439,She understood that the practice violated lending discrimination laws. She applied criteria uniformly.,She used the same checklist. She applied criteria uniformly.,1.146407723,1.591976643,0.4455689192
440,He recognized his obligation under the divorce decree. He paid child support.,He transferred funds monthly. He paid child support.,1.033704042,1.290503383,0.2567993402
441,She felt constrained by the lobbying disclosure requirements. She registered her activities.,She filed form LD-1. She registered her activities.,0.4589519501,1.893719196,1.434767246
442,He understood that proceeding would violate noise ordinances. He ended the construction at sunset.,He stopped work at 7 PM. He ended the construction at sunset.,0.9365978241,1.327664614,0.3910667896
443,She recognized her duty to follow medical waste protocols. She used biohazard containers.,She sealed them when full. She used biohazard containers.,0.9022331238,1.192851782,0.2906186581
444,He felt bound by the settlement confidentiality clause. He avoided discussing the terms.,He changed conversation topics. He avoided discussing the terms.,1.418197989,1.709225059,0.2910270691
445,She understood that the practice violated age discrimination laws. She removed the experience cap.,She edited the job posting. She removed the experience cap.,0.5400696993,1.593123078,1.053053379
446,He recognized his responsibility under the safety recall. He notified all customers.,He sent registered mail. He notified all customers.,0.9287990332,1.277870536,0.3490715027
447,She felt obligated by the professional responsibility rules. She avoided client conflicts.,She maintained separate files. She avoided client conflicts.,0.9543187618,1.434830427,0.4805116653
448,He understood that proceeding would violate historic district guidelines. He preserved the original windows.,He restored them instead. He preserved the original windows.,1.14120996,1.245284319,0.1040743589
449,She recognized her duty to follow prescription monitoring requirements. She checked the database.,She logged in daily. She checked the database.,0.277469933,1.488022923,1.21055299
450,He felt bound by the anti-kickback statute. He refused the referral fee.,He returned the payment. He refused the referral fee.,1.296866059,1.063297391,-0.2335686684
451,She understood that the practice violated wildlife protection laws. She released the animals.,She opened the cages. She released the animals.,1.072227001,1.51100564,0.4387786388
452,He recognized his obligation to maintain fiduciary standards. He avoided self-dealing.,He hired independent managers. He avoided self-dealing.,0.8936573863,1.288489342,0.3948319554
453,She felt constrained by the media shield law limitations. She revealed the source.,She provided the name. She revealed the source.,1.269923568,1.626121163,0.3561975956
454,He understood that proceeding would violate open meeting laws. He posted public notice.,He published it Wednesday. He posted public notice.,1.344923019,1.465138435,0.120215416
455,She recognized her responsibility under the merchant agreement. She verified cardholder identity.,She checked photo ID. She verified cardholder identity.,1.064065099,1.357125044,0.2930599451
456,He felt bound by the supervised visitation order. He remained present throughout.,He stayed in the room. He stayed in the room.,1.302963257,1.474694371,0.1717311144
457,She understood that the practice violated usury laws. She lowered the interest rate.,She recalculated the loan. She lowered the interest rate.,1.389827251,1.765934944,0.3761076927
458,He recognized his duty to follow asylum procedures. He scheduled the credible fear interview.,He set it for Tuesday. He scheduled the credible fear interview.,1.172233939,1.349846005,0.1776120663
459,She felt obligated by the homeowners association rules. She submitted architectural plans.,She delivered them Monday. She submitted architectural plans.,1.549915433,1.257560968,-0.2923544645
460,He understood that proceeding would violate antenna placement laws. He relocated the tower.,He moved it north. He relocated the tower.,1.428910851,1.239791155,-0.1891196966
461,She recognized her responsibility to maintain escrow requirements. She held the deposit.,She kept it separate. She held the deposit.,1.550611019,1.087389708,-0.4632213116
462,He felt bound by the anti-retaliation provisions. He reinstated the whistleblower.,He processed the paperwork. He reinstated the whistleblower.,1.357927203,0.9891662598,-0.3687609434
463,She understood that the practice violated food labeling laws. She listed all allergens.,She printed new labels. She listed all allergens.,0.9174215794,1.555623531,0.638201952
464,He recognized his obligation under the collective action waiver. He pursued individual arbitration.,He filed separately. He pursued individual arbitration.,0.90166682,1.454596758,0.5529299378
465,She felt constrained by the social media policy. She removed the company references.,She edited her profile. She removed the company references.,0.5941228271,1.649143577,1.05502075
466,He understood that proceeding would violate parking regulations. He moved his vehicle.,He found another spot. He moved his vehicle.,1.638733625,1.452633739,-0.1860998869
467,She recognized her duty to follow infectious disease reporting. She notified public health officials.,She called immediately. She notified public health officials.,1.342707634,1.587110162,0.2444025278
468,He felt bound by the equipment lease terms. He returned it undamaged.,He wrapped it carefully. He returned it undamaged.,1.276402354,1.377067208,0.100664854
469,She understood that the practice violated telecommunications rules. She stopped the robocalls.,She disabled the system. She stopped the robocalls.,0.7431091666,1.698578119,0.9554689527
470,He recognized his responsibility under the security breach law. He notified affected users.,He sent emails promptly. He notified affected users.,1.190479636,1.265904069,0.07542443275
471,She felt obligated by the advance directive. She withheld extraordinary measures.,She documented the decision. She withheld extraordinary measures.,1.408900142,1.627843022,0.2189428806
472,He understood that proceeding would violate the species protection act. He altered the construction route.,He surveyed alternate paths. He altered the construction route.,1.613241673,1.183762074,-0.429479599
473,She recognized her duty to maintain client trust accounts. She segregated the funds.,She opened separate accounts. She segregated the funds.,1.223988056,1.244327664,0.02033960819
474,He felt bound by the anti-money laundering rules. He reported the suspicious transaction.,He filed the SAR form. He filed the SAR form.,0.3847090304,1.014111042,0.6294020116
475,She understood that the practice violated educational equity laws. She provided equal resources.,She distributed materials evenly. She distributed materials evenly.,1.070063233,1.78964448,0.7195812464
476,He recognized his obligation under the rental agreement. He gave sixty days notice.,He dated the letter appropriately. He gave sixty days notice.,1.019254208,1.455516815,0.4362626076
477,She felt constrained by the judicial recusal standards. She withdrew from the case.,She notified the clerk. She withdrew from the case.,0.8769538999,1.734896302,0.8579424024
478,He understood that proceeding would violate coastal development rules. He obtained the permit first.,He waited for approval. He obtained the permit first.,1.676532149,1.253291488,-0.4232406616
479,She recognized her responsibility to follow donor restrictions. She used funds as designated.,She tracked expenses carefully. She used funds as designated.,1.475132942,1.44042933,-0.03470361233
480,He felt bound by the anti-hazing policy. He eliminated the initiation ritual.,He canceled the event. He canceled the event.,0.682711184,1.025056124,0.3423449397
481,She understood that the practice violated predatory lending laws. She disclosed all fees clearly.,She itemized each charge. She disclosed all fees clearly.,0.7105942965,1.774087787,1.06349349
482,He recognized his duty to preserve shareholder rights. He allowed proxy voting.,He distributed ballots timely. He allowed proxy voting.,1.473697662,1.321653128,-0.1520445347
483,She felt obligated by the trademark agreement. She ceased using the logo.,She removed it everywhere. She ceased using the logo.,1.257571101,1.512477398,0.2549062967
484,He understood that proceeding would violate groundwater protections. He sealed the well properly.,He hired certified contractors. He sealed the well properly.,0.931763351,1.245672822,0.313909471
485,She recognized her responsibility under the foster care mandate. She conducted monthly visits.,She scheduled them regularly. She conducted monthly visits.,1.513894916,1.206146717,-0.3077481985
486,He felt bound by the anti-bribery laws. He declined the facilitation payment.,He refused politely. He declined the facilitation payment.,1.167687535,0.986255765,-0.1814317703
487,She understood that the practice violated student athlete rules. She declared them ineligible.,She updated the roster. She declared them ineligible.,0.7620610595,1.731296301,0.9692352414
488,He recognized his obligation to follow discovery deadlines. He produced documents timely.,He delivered them Friday. He produced documents timely.,1.573835492,1.484306812,-0.08952867985
489,She felt constrained by the political activity restrictions. She avoided campaign work.,She declined invitations. She avoided campaign work.,0.9554473758,1.982260346,1.026812971
490,He understood that proceeding would violate assembly restrictions. He limited the occupancy.,He counted attendees carefully. He limited the occupancy.,1.369474173,1.417479992,0.04800581932
491,She recognized her duty to maintain professional insurance. She renewed the policy.,She paid the premium. She renewed the policy.,1.386008143,1.670472741,0.2844645977
492,He felt bound by the severance agreement terms. He returned company property.,He shipped items back. He returned company property.,0.8278279901,1.422708988,0.5948809981
493,She understood that the practice violated pyramid scheme laws. She restructured the compensation.,She created new plans. She restructured the compensation.,0.7376458049,1.427595973,0.6899501681
494,He recognized his responsibility under the emergency preparedness code. He conducted evacuation drills.,He scheduled them quarterly. He conducted evacuation drills.,1.445039392,1.378525138,-0.06651425362
495,She felt obligated by the guardian ad litem appointment. She represented the child's interests.,She attended all hearings. She attended all hearings.,0.8793689609,1.093992949,0.2146239877
496,He understood that proceeding would violate fisheries regulations. He released the undersized catch.,He threw them back. He released the undersized catch.,1.292402983,0.8830880523,-0.4093149304
497,She recognized her duty to follow mortgage servicing rules. She credited payments properly.,She applied them daily. She credited payments properly.,1.160606503,1.066907644,-0.09369885921
498,He felt bound by the academic integrity policy. He cited all sources.,He formatted citations correctly. He cited all sources.,0.6457579136,1.30809927,0.6623413563
499,She understood that the practice violated religious accommodation laws. She adjusted the work schedule.,She posted new shifts. She adjusted the work schedule.,0.8650910258,1.839142561,0.9740515351
